Song,Artist,Popularity,URI
Wet Em Up Pt. 2,Lil Tjay,60,6jGMq4yGs7aQzuGsMgVgZR
Stay Down (with 6LACK & Young Thug),Lil Durk,0,3hcs9uc56yIGFCSy9leWe7
Long RD,YoungBoy Never Broke Again,53,7wlFDEWiM5OoIAt8RSli8b
1999,Sleepy Hallow,68,6EPlBSH2RSiettczlz7ihV
Murda She Wrote,Sleepy Hallow,63,6EPlBSH2RSiettczlz7ihV
Luv Em All,Sleepy Hallow,60,6EPlBSH2RSiettczlz7ihV
Gloomy Conscious,Sleepy Hallow,59,6EPlBSH2RSiettczlz7ihV
Big Lie,Post Malone,62,246dkjvS1zLTtiykXe5h60
Leave,Uno Hype,0,68jFd8fas1U1U51bGQZXbr
Strange Clouds (feat. Lil Wayne),B.o.B,59,5ndkK3dpZLKtBklKjxNQwT
This Week,Lil Baby,58,5f7VJjfbwm532GiveGC0ZK
B.O.M.B.S.,Fabolous,44,0YWxKQj2Go9CGHCp77UOyy
Talk To Me Nicely (feat. Meek Mill),Fabolous,38,0YWxKQj2Go9CGHCp77UOyy
Time (feat. Roddy Ricch),Fabolous,49,0YWxKQj2Go9CGHCp77UOyy
Ransom,Lil Tecca,0,4Ga1P7PMIsmqEZqhYZQgDo
Ten Talk,YoungBoy Never Broke Again,0,7wlFDEWiM5OoIAt8RSli8b
Through The Wire,Kanye West,77,5K4W6rqBFWDnAN6FQUkS6x
Till The End (feat. Skooly),YNW Melly,55,1cNDP5yjU5vjeR8qMf4grg
To The Top,Lil Baby,59,5f7VJjfbwm532GiveGC0ZK
Money Forever,Lil Baby,58,5f7VJjfbwm532GiveGC0ZK
Double Bacc,NLE Choppa,0,0ErzCpIMyLcjPiwT4elrtZ
Rambo,Bryson Tiller,57,2EMAnMvWE2eb56ToJVfCWs
Danny Glover,Young Thug,46,50co4Is1HCEo8bhOyUWKpn
Locked Up,Tee Grizzley,39,6AUl0ykLLpvTktob97x9hO
Dream That I Had,Lil Tjay,55,6jGMq4yGs7aQzuGsMgVgZR
No Escape,Lil Tjay,57,6jGMq4yGs7aQzuGsMgVgZR
Truffle Butter,Nicki Minaj,60,0hCNtLu0JehylgoiP8L4Gh
Eternal Living (feat. Polo G),Lil Poppa,51,2hq1yEIcPd7KMLmU6h77Cg
When You Down (with Polo G feat. Lil Durk),Lil Tecca,60,4Ga1P7PMIsmqEZqhYZQgDo
Please,Lil Baby,56,5f7VJjfbwm532GiveGC0ZK
Wachu Lookin' At?,DGUWop,26,30D824WaZAQqcBcjeogkJ2
No Heart,21 Savage,75,1URnnhqYAYcrqrcwql10ft
Out Of Luck,Lil Tecca,0,4Ga1P7PMIsmqEZqhYZQgDo
CAUTION,Lil Tecca,48,4Ga1P7PMIsmqEZqhYZQgDo
Ring Ring (feat. Vory),Rich The Kid,37,1pPmIToKXyGdsCF6LmqLmI
SUN CAME OUT,Gunna,60,2hlmm7s2ICUX0LVIhVFlZQ
White Girl,Shy Glizzy,70,1DvtabXAjfrMihPP6JQdHs
They Afraid Of You,Trippie Redd,0,6Xgp2XMz1fhVYe7i6yNAax
Bastard,"Tyler, The Creator",55,4V8LLVI7PbaPR0K2TGSxFF
VCR,"Tyler, The Creator",57,4V8LLVI7PbaPR0K2TGSxFF
1 On 3 (feat. Rvssian),Fivio Foreign,57,14CHVeJGrR5xgUGQFV5BVM
Big Ego's,Dr. Dre,59,6DPYiyq5kWVQS4RGwxzPC7
What's The Difference,Dr. Dre,77,6DPYiyq5kWVQS4RGwxzPC7
Light Speed,Dr. Dre,53,6DPYiyq5kWVQS4RGwxzPC7
Let's Get High,Dr. Dre,59,6DPYiyq5kWVQS4RGwxzPC7
Some L.A. Niggaz,Dr. Dre,52,6DPYiyq5kWVQS4RGwxzPC7
Housewife,Dr. Dre,52,6DPYiyq5kWVQS4RGwxzPC7
Ackrite,Dr. Dre,53,6DPYiyq5kWVQS4RGwxzPC7
10 Piece,Wiz Khalifa,33,137W8MRPWKqSmrBGDBFSop
2.22,Wale the Sage,43,4alndwWPbM9ApMYLjg19oD
3G (feat. Lil Uzi Vert),Yeat,56,3qiHUAX7zY4Qnjx8TNUzVx
2K FREESTYLE,Lazy3x,67,02wrovsROEQpMXNTxk8uHI
3:30 In Houston,Benny The Butcher,57,5Matrg5du62bXwer29cU5T
Say I Ain't Pick Yo Weak Ass Up,Chief Keef,0,15iVAtD3s3FsQR4w1v6M0P
Talkin' My Shit,Quin Nfn,52,3M1quhETLChtt9NHKVaajX
4 Sons of a King,YoungBoy Never Broke Again,59,7wlFDEWiM5OoIAt8RSli8b
500lbs,Lil Tecca,81,4Ga1P7PMIsmqEZqhYZQgDo
5 a.M.,Logic,0,4xRYI6VqpkE3UwrDrAZL8L
Toronto,KEY!,30,2tMOCIpxj6jwM9e6pmwGiP
Dead Batteries,$uicideboy$,70,1VPmR4DJC1PlOtd0IADAO0
BULLETPROOF,TOKYO’S REVENGE,34,5TbLOwv8BNnik3f03NZJlt
WILD WILD WEST,Aaron May,63,2rwALQ1SXdfUWPUd6WOfYS
Playlist,Kid Quill,0,5vGXVYudNgm9E7jhXMM0Ro
Acid Raindrops,People Under The Stairs,59,0av074qUwLn5eyzwqoq3xh
The Adventures of Moon Man & Slim Shady (with Eminem),Kid Cudi,61,0fA0VVWsXO9YnASrzqfmYu
Heartless - Vapor Wave Remix,The Weeknd,0,1Xyo4u8uXC1ZmMpatF05PJ
You the One,YoungBoy Never Broke Again,63,7wlFDEWiM5OoIAt8RSli8b
Album of the Year - Freestyle,J. Cole,61,6l3HvQ5sa6mXTsMTB19rO5
Am I A Psycho,Tech N9ne,58,6UBA15slIuadJ8h2lPRPos
Worldwide Choppers,Tech N9ne,56,6UBA15slIuadJ8h2lPRPos
All Day,Kanye West,62,5K4W6rqBFWDnAN6FQUkS6x
Alley Oop (feat. Lil Baby),Yung Gravy,0,2YOYua8FpudSEiB9s88IgQ
Cross The Globe (feat. Juice WRLD),Lil Durk,73,3hcs9uc56yIGFCSy9leWe7
Alright (feat. Trippie Redd & Preme),Wiz Khalifa,42,137W8MRPWKqSmrBGDBFSop
Whip It,BigXthaPlug,68,6qxpnaukVayrQn6ViNvu9I
Attention (feat. Offset),Rich Brian,49,2IDLDx25HU1nQMKde4n61a
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,79,6vWDO969PvNqNYHIOW5v0m
Andale,DJ Drama,39,5oNgAs7j5XcBMzWv3HAnHG
Hit,NAV,57,7rkW85dBwwrJtlHRDkJDAC
A+ (feat. Denzel Curry),Kenny Mason,45,4mwdnO2jZrMmMVrjcHsZBv
Desperado,Mac Miller,4,4LLpKhyESsyAXpc4laK94U
Are You Ready?,Papithbk,0,33r8rPgsHXfVN1r3adlrWw
"Arise (From Marvel's ""Cloak & Dagger"")",The Seige,66,6Cny0Wt5OKLct1rGOLmu80
Stain (feat. DaBaby),A Boogie Wit da Hoodie,45,31W5EY0aAly4Qieq6OFu6I
Arya (feat. A$AP Rocky),A$AP Rocky,57,13ubrt8QOOCPljQ2FL1Kca
No Biggie,Lil 2z,31,3XQ81u1a60R7egDWLKzV88
ATTDI,Maitchh,0,7IO756z7y6KvYtwoeaiGx6
Audi II,Smokepurpp,0,21dooacK2WGBB5amYvKyfM
Like Me,Steve Lacy,0,57vWImR43h4CaDao012Ofp
Rotisserie,Yung Gravy,57,2YOYua8FpudSEiB9s88IgQ
Taking It Out,DaBaby,52,4r63FhuTkUYltbVAg5TQnk
Deal Wit It,DaBaby,43,4r63FhuTkUYltbVAg5TQnk
Joggers (feat. Stunna 4 Vegas),DaBaby,44,4r63FhuTkUYltbVAg5TQnk
BADASS (with Lil Uzi Vert),ZillaKami,52,4G1zP5i0r57g1c1CxrPhfM
Bad Boy (with Young Thug),Juice WRLD,70,4MCBfE4596Uoi2O4DtmEMz
I'm Ready,NAV,0,7rkW85dBwwrJtlHRDkJDAC
Taking Chances,NAV,0,7rkW85dBwwrJtlHRDkJDAC
Price On My Head (feat. The Weeknd),NAV,59,7rkW85dBwwrJtlHRDkJDAC
Go To Hell,NAV,43,7rkW85dBwwrJtlHRDkJDAC
Distance,Tory Lanez,64,2jku7tDXc6XoB6MO2hFuqg
HEARTEATER,XXXTENTACION,64,15UsOTVnJzReFVN1VCnxy4
NorthStar (feat. Joyner Lucas) - Remix,XXXTENTACION,53,15UsOTVnJzReFVN1VCnxy4
TEST DRIVE,Joji,69,3MZsBdqDrRTJihTHQrO6Dq
NO FUN,Joji,62,3MZsBdqDrRTJihTHQrO6Dq
Ball If I Want To,DaBaby,71,4r63FhuTkUYltbVAg5TQnk
Bang Bros!,Sad Frosty,44,4VQjfdCN5W8jvwy4AvEnin
Sugar Rush,Barely Legal,31,3zxSRSA34s9MDljcnI9Rol
V12,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
ONMYGRANNYKIDS,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
BENJAMIN COUNTER,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
NONSENSE,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
HOW DO YOU DO?,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
DEMAR DEROZAN,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
HENCH MAFIA,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
RASPUTIA,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
SOLVED THE PROBLEM,Comethazine,1,1iJdyDcY98X3GMnUesl7tf
FUCK ERRBODY,Comethazine,41,1iJdyDcY98X3GMnUesl7tf
Designer,Lil Pump,44,3wyVrVrFCkukjdVIdirGVY
B.B.Benson,Diverse,21,383JjDSp7QaDBAiz2AZZZN
beamer boy,Lil Peep,2,2kCcBybjl3SAtIcwdWpUe3
BEAMIN,Quadeca,0,3zz52ViyCBcplK0ftEVPSS
Watch Out (Intro),$NOT,45,5IbEL2xjRtKsunfmsahLuO
"""Life""",$NOT,49,5IbEL2xjRtKsunfmsahLuO
4,$NOT,41,5IbEL2xjRtKsunfmsahLuO
Mean,$NOT,60,5IbEL2xjRtKsunfmsahLuO
Havoc,$NOT,44,5IbEL2xjRtKsunfmsahLuO
No Gold Teeth,Danger Mouse,21,2dBj3prW7gP9bCCOIQeDUf
Ball For Me (feat. Nicki Minaj),Post Malone,69,246dkjvS1zLTtiykXe5h60
FAR AWAY II (feat. A Boogie Wit da Hoodie & JID),Jessie Reyez,54,3KedxarmBCyFBevnqQHy3P
Omertà,Drake,59,3TVXtAsR1Inumwj472S9r4
Them That's Not,J-Live,45,5bb5uytW59wDF0gpv8iQbE
Treehouse,Token,0,4cUfFbVZGSsJWdbfmkdxYq
Beverly Hills,Shaboozey,56,3y2cIKLjiOlp1Np37WiUdH
LOST SOULS,Ski Mask The Slump God,39,2rhFzFmezpnW82MNqEKVry
SUICIDE SEASON,Ski Mask The Slump God,40,2rhFzFmezpnW82MNqEKVry
DoIHaveTheSause?,Ski Mask The Slump God,48,2rhFzFmezpnW82MNqEKVry
CHILD’S PLAY,Ski Mask The Slump God,42,2rhFzFmezpnW82MNqEKVry
DAPPER DAN,Ski Mask The Slump God,47,2rhFzFmezpnW82MNqEKVry
Bezerk (feat. A$AP Ferg),Big Sean,56,0c173mlxpT3dSFRgMO8XPh
"5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez)",EST Gee,62,4FlG0V0jhLO4qGpayFOphj
Big Shot (feat. Mustard),O.T. Genasis,46,1Zatb2YN4erBOoSivOXc0o
Big Stepper,Roddy Ricch,43,757aE44tKEUQEqRuT6GnEB
Feeling Myself Today,Kodak Black,42,46SHBwWsqBkxI7EeeBEQG7
Billy Boy,$NOT,46,5IbEL2xjRtKsunfmsahLuO
Beetleborgs,BabyTron,53,0sKsReKseslDlhxmbN6wLk
Genesis 1:1,BabyTron,49,0sKsReKseslDlhxmbN6wLk
Top 2 Not 2,BabyTron,42,0sKsReKseslDlhxmbN6wLk
Drake & Josh (feat. Dougie B),BabyTron,41,0sKsReKseslDlhxmbN6wLk
15'-16' Curry,BabyTron,43,0sKsReKseslDlhxmbN6wLk
8th Wonder of the World,BabyTron,55,0sKsReKseslDlhxmbN6wLk
AirTron,BabyTron,51,0sKsReKseslDlhxmbN6wLk
BIRDBOY,NLE Choppa,0,0ErzCpIMyLcjPiwT4elrtZ
Lights,Wifisfuneral,0,1vb1XqzyNMQ16BqbxRz5BV
BLACKOUT,Lil Kapow,55,5P46zciG5gm8IALoKTLYGb
The Ways (with Swae Lee),Khalid,62,6LuN9FCkKOj5PcnpouEgny
Opps (with Yugen Blakrok),Vince Staples,55,68kEuyFKyqrdQQLLsmiatm
Pray For Me (with Kendrick Lamar),The Weeknd,72,1Xyo4u8uXC1ZmMpatF05PJ
Blah Blah,Supreme Patty,36,5J688KtVJUBw5jM89jpbC9
TALK ABOUT IT,DaBaby,44,4r63FhuTkUYltbVAg5TQnk
CHAMPION,DaBaby,46,4r63FhuTkUYltbVAg5TQnk
Next Song,DaBaby,59,4r63FhuTkUYltbVAg5TQnk
Fuck Tha Opps,Poloboy Nunu,24,5n0cdTOE4sZteg0LO44F3s
123,Smokepurpp,0,21dooacK2WGBB5amYvKyfM
Throw In The Towel (with Lil Uzi Vert),Hotboii,0,220xv2aB3dsGxaJI1gGs7l
Fashion (feat. Lil Uzi Vert),Hotboii,0,220xv2aB3dsGxaJI1gGs7l
Live Life Die Faster (with Kodak Black),Hotboii,0,220xv2aB3dsGxaJI1gGs7l
Thunder Man,Xavier Wulf,64,3uo0ix4Y67XHVWBhXXIY1S
Psycho Pass,Xavier Wulf,73,3uo0ix4Y67XHVWBhXXIY1S
Nightshift,Xavier Wulf,61,3uo0ix4Y67XHVWBhXXIY1S
Charles Ruffingham,Xavier Wulf,63,3uo0ix4Y67XHVWBhXXIY1S
The Reason,Xavier Wulf,44,3uo0ix4Y67XHVWBhXXIY1S
Jack Wulf Sparrow,Xavier Wulf,46,3uo0ix4Y67XHVWBhXXIY1S
Wulf Pesci,Xavier Wulf,45,3uo0ix4Y67XHVWBhXXIY1S
Silver Fang Wulf,Xavier Wulf,52,3uo0ix4Y67XHVWBhXXIY1S
Walk In,Pouya,42,4nXOZlYoAD67hF9aUEncMY
Bloody Blade,Stako 45,0,6tgl1gs4gnHor3d2irm4Iu
And You Be Loved,Damian Marley,47,3QJzdZJYIAcoET1GcfpNGi
Billie Jean,G Perico,52,4Q2hTDZYFCohf17D5GvkIb
Flexicution,Logic,63,4xRYI6VqpkE3UwrDrAZL8L
The Jam,Logic,47,4xRYI6VqpkE3UwrDrAZL8L
Overnight,Logic,51,4xRYI6VqpkE3UwrDrAZL8L
Contra,Logic,52,4xRYI6VqpkE3UwrDrAZL8L
BoomTrap Protocol,Logic,50,4xRYI6VqpkE3UwrDrAZL8L
Yuck,Logic,49,4xRYI6VqpkE3UwrDrAZL8L
Midnight,Logic,56,4xRYI6VqpkE3UwrDrAZL8L
Warm It Up,Logic,51,4xRYI6VqpkE3UwrDrAZL8L
Wizard Of Oz,Logic,48,4xRYI6VqpkE3UwrDrAZL8L
State Of Emergency,Logic,48,4xRYI6VqpkE3UwrDrAZL8L
Wassup,Logic,49,4xRYI6VqpkE3UwrDrAZL8L
Everyday,Logic,68,4xRYI6VqpkE3UwrDrAZL8L
Vaccine,Logic,52,4xRYI6VqpkE3UwrDrAZL8L
BODYCOUNT (feat. Jasiah),TOKYO’S REVENGE,31,5TbLOwv8BNnik3f03NZJlt
tide,Lil Sped Tres,0,7hJXaevE5kAYZ3Y0CliNj9
I'm Tryna Fuck,Ugly God,41,3Fdm9TFJQCLmC3AWMuGExi
Fuck Ugly God,Ugly God,44,3Fdm9TFJQCLmC3AWMuGExi
No Lies (feat. Wiz Khalifa),Ugly God,37,3Fdm9TFJQCLmC3AWMuGExi
GAZZILLION EAR,MF DOOM,57,2pAWfrd7WFF3XhVt9GooDL
Bounce Back,Big Sean,0,0c173mlxpT3dSFRgMO8XPh
HEAVY METAL,Mike Dimes,50,6rIaHuCIUu32uj2CjlEBN3
LoyaltyRunsDeepInDaLongRun (feat. Danny Towers),Wifisfuneral,39,1vb1XqzyNMQ16BqbxRz5BV
lil jeff hardy (feat. Chapo),Wifisfuneral,41,1vb1XqzyNMQ16BqbxRz5BV
Wya? (feat. Ugly God) - Remix,Wifisfuneral,0,1vb1XqzyNMQ16BqbxRz5BV
BRB,Luh Kel,0,24CgJHK6T7C5OmUbiLLMjJ
Glocks out,Poloboy Nunu,34,5n0cdTOE4sZteg0LO44F3s
Brothers,Lil Tjay,60,6jGMq4yGs7aQzuGsMgVgZR
Broward,F$O Dinero,22,2wyXWkM2LA7UZIOopa7RM8
Bugs,Perry Maysun,5,7F4201ESA6AFfxjHpb9Bc0
Jaguar,Ugly God,35,3Fdm9TFJQCLmC3AWMuGExi
For Real,Lil Uzi Vert,56,4O15NlyKLIASxsJ0PrXPfz
Back to the Basics,Ugly God,46,3Fdm9TFJQCLmC3AWMuGExi
HAHAHA!,Ugly God,38,3Fdm9TFJQCLmC3AWMuGExi
What's Up?,Ugly God,30,3Fdm9TFJQCLmC3AWMuGExi
Bumps & Bruises (Interlude),Ugly God,34,3Fdm9TFJQCLmC3AWMuGExi
Right Now,Malz Monday,47,3qIFdbarxYx2moJbhM1pLy
Batman,Ugly God,28,3Fdm9TFJQCLmC3AWMuGExi
Burnin' And Lootin',The Wailers,58,6uSKeCyQEhvPC2NODgiqFE
all black fit,convolk,0,3ddT1Q3KQAm1G7UcIfz5KJ
Money (feat. Juice WRLD & Nicki Minaj),Young Thug,67,50co4Is1HCEo8bhOyUWKpn
Bussdown (feat. Offset),Blueface,0,3Fl1V19tmjt57oBdxXKAjJ
Bust Down Cartier,Lil Mosey,0,5zctI4wO9XSKS8XwcnqEHk
Buy The World,Mike WiLL Made-It,56,0NWbwDZY1VkRqFafuQm6wk
Bye Bye Baby,JulezJZ,0,3lof8xsypjavmVwpcFl1hX
Calabasas,SSGKobe,49,1NHCwCMqV9oNQJXl16IltL
Cali Girl,Vibotine,0,2agdUDFPrszFBa6OZIgQ1O
STUNTMAN (feat. Vince Staples),"Tyler, The Creator",64,4V8LLVI7PbaPR0K2TGSxFF
WHARF TALK (feat. A$AP Rocky),"Tyler, The Creator",70,4V8LLVI7PbaPR0K2TGSxFF
"BOYFRIEND, GIRLFRIEND (2020 Demo) (feat. YG)","Tyler, The Creator",66,4V8LLVI7PbaPR0K2TGSxFF
Call of the Grito,That Mexican OT,62,3BAgmPNIK5IJl7zMK1wvMA
Candy Paint,Post Malone,78,246dkjvS1zLTtiykXe5h60
Can't Stop Won't Stop (feat. Kodak Black),King Combs,62,41I5xI04kixwmonDBl0Sda
Fuck Relationships,DiAmond Miller,47,4GxPVE6q5O56yzLtsPSIer
La La Land (feat. YG),Bryce Vine,55,1ShZZUjkbXCjhwrb18BA8I
Cars & Coffee,Xavier Wulf,0,3uo0ix4Y67XHVWBhXXIY1S
Catch Me,Damien,47,6zQRQ2jsbICny41g2fVT5U
The Storm,JulezJZ,0,3lof8xsypjavmVwpcFl1hX
Space X,JulezJZ,0,3lof8xsypjavmVwpcFl1hX
Sky City,JulezJZ,0,3lof8xsypjavmVwpcFl1hX
80 Degrees,Jerico,43,2kmNcZnENs7N3DUuxjO3um
Ms. Evans 1,Tee Grizzley,42,6AUl0ykLLpvTktob97x9hO
Chingon (with Peso Peso),That Mexican OT,65,3BAgmPNIK5IJl7zMK1wvMA
Christmas in Harlem,Yeezy,0,533XCY4QOKbvc7uOmsgu8Y
Let's Get It,NEZ,43,2Mwy2BwAUT3WU1cZa3pvEW
This Joint,Slightly Stoopid,59,6MxlVTY6PmY8Nyn16fvxtb
Shimmy (feat. Joey Bada$$),Logic,62,4xRYI6VqpkE3UwrDrAZL8L
No Switch,YoungBoy Never Broke Again,0,7wlFDEWiM5OoIAt8RSli8b
Smoke One,YoungBoy Never Broke Again,0,7wlFDEWiM5OoIAt8RSli8b
COLOSSAL CONFLICT,Lil Darkie,49,62F9BiUmjqeXbBztCwiX1U
Come Outside,Poloboy Nunu,36,5n0cdTOE4sZteg0LO44F3s
U Said,Lil Peep,1,2kCcBybjl3SAtIcwdWpUe3
Life is Beautiful,Lil Peep,72,2kCcBybjl3SAtIcwdWpUe3
Deep Water,Dr. Dre,45,6DPYiyq5kWVQS4RGwxzPC7
Dark Light,Night Lovell,2,2y246nnP9pQT0E6v3ZMMOO
Mama/Show Love (feat. YBN Cordae),Logic,0,4xRYI6VqpkE3UwrDrAZL8L
Icy (feat. Gucci Mane),Logic,23,4xRYI6VqpkE3UwrDrAZL8L
Limitless,Trippie Redd,46,6Xgp2XMz1fhVYe7i6yNAax
Demon Love,Yahalom,0,5ch0yaN2ePn7iD6su7BnHe
LED,OmenXIII,0,760kxYHN5QTrD1DehiimjB
Myself,NAV,70,7rkW85dBwwrJtlHRDkJDAC
Mine,Bazzi,76,4GvEc3ANtPPjt1ZJllr5Zl
Count Up,Ventry,18,5A5wDKiwJqgj50V9DtJKzo
County Building Blues,Kendrick Lamar,47,2YZyLoL8N0Wb9xBt1NhZWg
Green to Black,Rebelution,48,2WjvvwAX0mdWwq3aFuUdtc
Nightcrawler,Rebelution,42,2WjvvwAX0mdWwq3aFuUdtc
"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)",A$AP Mob,50,7yO4IdJjCEPz7YgZMe25iS
"Way Hii (feat. A$AP Rocky, Wiz Khalifa, BJ The Chicago Kid & Buddy)",A$AP Mob,44,7yO4IdJjCEPz7YgZMe25iS
"Young N***a Living (feat. A$AP Ferg, A$AP Ant & A$AP Twelvyy)",A$AP Mob,49,7yO4IdJjCEPz7YgZMe25iS
Craccen,Squidnice,0,2b7RaCiQLB2IVagR5RNJQz
Go To Sleep,Eminem,66,7dGJo4pcD2V6oG8kP0tJRR
Now,Logic,48,4xRYI6VqpkE3UwrDrAZL8L
"Culture (with Mez, REASON, Symba & 8AE)",Dreamville,47,1iNqsUDUraNWrj00bqssQG
Ma Boy (with JID & Lute),Dreamville,56,1iNqsUDUraNWrj00bqssQG
Anthem (with Big Sean & EST Gee) - Soundtrack Version,Dreamville,49,1iNqsUDUraNWrj00bqssQG
Adonis Interlude (The Montage) (with J. Cole),Dreamville,70,1iNqsUDUraNWrj00bqssQG
Just Face It (with Blxst),Dreamville,58,1iNqsUDUraNWrj00bqssQG
Jack (with EARTHGANG feat. Buddy & Ant Clemons),Dreamville,44,1iNqsUDUraNWrj00bqssQG
Lay Up (with SiR feat. Syd),Dreamville,47,1iNqsUDUraNWrj00bqssQG
Long The Way (with Morray & jetsonmade),Dreamville,43,1iNqsUDUraNWrj00bqssQG
"In The Room (with JID, Tierra Whack & BJ The Chicago Kid)",Dreamville,49,1iNqsUDUraNWrj00bqssQG
"Burn Bridges (with Lute, Cozz, REASON & Arin Ray)",Dreamville,49,1iNqsUDUraNWrj00bqssQG
Crisis (feat. 21 Savage),Rich Brian,45,2IDLDx25HU1nQMKde4n61a
Notice Me,SZA,71,7tYKF4w9nC0nq9CsPZTHyP
Antisocial (feat. Juice WRLD),Migos,56,6oMuImdp5ZcFhWP0ESe6mG
My Name Is,Eminem,57,7dGJo4pcD2V6oG8kP0tJRR
Renegade,JAY-Z,56,3nFkdlSjzX9mRTtwJOzDYB
Winning,BLIND.SEE,48,6SSQog9cu2XcgHTRHPmECq
Randomly,LUCKI,68,5tQMB0cuNXdCtzovGt55uD
Ghetto Gods Freestyle (with EARTHGANG feat. 2 Chainz),Dreamville,49,1iNqsUDUraNWrj00bqssQG
"Starting 5 (with Lute, Cozz & Omen)",Dreamville,47,1iNqsUDUraNWrj00bqssQG
Freedom of Speech (with J. Cole),Dreamville,61,1iNqsUDUraNWrj00bqssQG
Jozi Flows (with Bas & EARTHGANG),Dreamville,46,1iNqsUDUraNWrj00bqssQG
Barry From Simpson (with JID feat. 2 Chainz & Young Nudy),Dreamville,52,1iNqsUDUraNWrj00bqssQG
Big Trouble Freestyle (with Cozz),Dreamville,42,1iNqsUDUraNWrj00bqssQG
Heaven’s EP (with J. Cole),Dreamville,65,1iNqsUDUraNWrj00bqssQG
Dead Eyes,Promoting Sounds,64,5b0j3TTNSKCByBq4rHYKvG
DeadLocs,Blueface,0,3Fl1V19tmjt57oBdxXKAjJ
OK (feat. Lil Pump),Smokepurpp,0,21dooacK2WGBB5amYvKyfM
All For Me (feat. Trippie Redd),Smokepurpp,0,21dooacK2WGBB5amYvKyfM
Fast,Juice WRLD,1,4MCBfE4596Uoi2O4DtmEMz
Who Shot Cupid?,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Ring Ring (with Rvssian feat. Clever),Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Desire,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Out My Way,LUCKI,71,5tQMB0cuNXdCtzovGt55uD
The Bees Knees,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
ON GOD (feat. Young Thug),Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Won’t Let Go,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Rider,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Make Believe,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Deep End,Lecrae,45,1CFCsEqKrCyvAFKOATQHiW
X Gon' Give It To Ya,DMX,74,1HwM5zlC5qNWhJtM00yXzG
Baby,Quality Control,61,6i392l38cR3uBPF0DbNs7S
Last of the Mohicans,NAV,48,7rkW85dBwwrJtlHRDkJDAC
Demons in My Cup,NAV,44,7rkW85dBwwrJtlHRDkJDAC
Playa (with Gunna),NAV,51,7rkW85dBwwrJtlHRDkJDAC
My Dawg (with Lil Durk),NAV,43,7rkW85dBwwrJtlHRDkJDAC
Don't Compare,NAV,41,7rkW85dBwwrJtlHRDkJDAC
Ball in Peace (Outro),NAV,43,7rkW85dBwwrJtlHRDkJDAC
Prosper Season (feat. Disashi of Gym Class Heroes),Sincerely Collins,41,0IdNIDCxQzqssxNQj3CeCD
diamonds (nicki),Frozen Heat,0,0FiJJMY8kytLZWGTwJxXt0
Mounted Up,JID,45,6U3ybJ9UHNKEdsH7ktGBZ7
Just Da Other Day,JID,0,6U3ybJ9UHNKEdsH7ktGBZ7
Moshpit,Lil Gnar,50,3EIX8WuD9ybB4ruz0MSilB
Different Breed,Poloboy Nunu,29,5n0cdTOE4sZteg0LO44F3s
"Izayah (feat. Key!, Maxo Kream, Denzel Curry & Kenny Beats)",Guapdad 4000,40,0NcPKaSNIHAM2RfioH9vMT
BUCKHEAD,$uicideboy$,62,1VPmR4DJC1PlOtd0IADAO0
I Dream of Chrome,$uicideboy$,64,1VPmR4DJC1PlOtd0IADAO0
INTRO,DaBaby,57,4r63FhuTkUYltbVAg5TQnk
LONELY,Mike Dimes,36,6rIaHuCIUu32uj2CjlEBN3
MY STORY (DLOG),Mike Dimes,47,6rIaHuCIUu32uj2CjlEBN3
Doja,$NOT,61,5IbEL2xjRtKsunfmsahLuO
Donny In Valdez - PJ's Flip,Pale Jay,0,7H3z77VbkJcCcFilmKqKNM
Summertime,Skrillex,54,5he5w2lnU9x7JFhnwcekXX
Doomsday (with Juice WRLD & Cordae),Lyrical Lemonade,80,3VrGfWE8YdYMK4ySpnE0ly
Dope (with JID),John Legend,46,5y2Xq6xcjJb2jVM54GHK3t
Do What I Want,Lil Uzi Vert,66,4O15NlyKLIASxsJ0PrXPfz
The Law (feat. Mac Miller & Rapsody),Ab-Soul,54,0g9vAlRPK9Gt3FKCekk4TW
One Time (Feat. Ice T),The Game,36,0NbfKEOTQCcwd6o7wSDOHI
"Fortunate (Feat. Kanye West, Dreezy & CHLLER)",The Game,42,0NbfKEOTQCcwd6o7wSDOHI
